Nautilus,0,9,5,0,UTILITY,EUW1_7891407914
Yasuo,2,9,3,0,TOP,EUW1_7891372675
Vi,5,5,7,0,JUNGLE,EUW1_7891372675
Ahri,5,5,4,0,MIDDLE,EUW1_7891372675
Tristana,2,7,2,0,BOTTOM,EUW1_7891372675
Janna,1,3,6,0,UTILITY,EUW1_7891372675
Jax,6,3,7,1,TOP,EUW1_7891372675
Shaco,7,3,10,1,JUNGLE,EUW1_7891372675
Syndra,2,4,7,1,MIDDLE,EUW1_7891372675
Ezreal,9,3,5,1,BOTTOM,EUW1_7891372675
Ekko,5,2,10,1,UTILITY,EUW1_7891372675
KSante,5,7,8,1,TOP,EUW1_7891251645
Nunu,5,7,16,1,JUNGLE,EUW1_7891251645
Akali,7,4,9,1,MIDDLE,EUW1_7891251645
Senna,14,5,12,1,BOTTOM,EUW1_7891251645
Karma,2,3,23,1,UTILITY,EUW1_7891251645
Tryndamere,9,6,2,0,TOP,EUW1_7891251645
Rengar,5,7,9,0,JUNGLE,EUW1_7891251645
Aurora,5,7,7,0,MIDDLE,EUW1_7891251645
Ezreal,6,6,8,0,BOTTOM,EUW1_7891251645
Rell,1,7,12,0,UTILITY,EUW1_7891251645
Yone,5,4,7,1,TOP,EUW1_7891018835
Aatrox,7,3,8,1,JUNGLE,EUW1_7891018835
TwistedFate,1,2,16,1,MIDDLE,EUW1_7891018835
Zeri,15,2,8,1,BOTTOM,EUW1_7891018835
Seraphine,7,3,20,1,UTILITY,EUW1_7891018835
KSante,7,7,2,0,TOP,EUW1_7891018835
Viego,0,9,4,0,JUNGLE,EUW1_7891018835
Kayle,4,5,1,0,MIDDLE,EUW1_7891018835
Ezreal,1,8,3,0,BOTTOM,EUW1_7891018835
Karma,2,6,5,0,UTILITY,EUW1_7891018835
Jayce,3,7,8,0,TOP,EUW1_7890998113
Naafiri,6,4,5,0,JUNGLE,EUW1_7890998113
Gwen,2,9,4,0,MIDDLE,EUW1_7890998113
Kalista,3,11,3,0,BOTTOM,EUW1_7890998113
Janna,2,7,8,0,UTILITY,EUW1_7890998113
Olaf,5,6,9,1,TOP,EUW1_7890998113
Graves,6,2,16,1,JUNGLE,EUW1_7890998113
Sylas,11,4,7,1,MIDDLE,EUW1_7890998113
AurelionSol,14,2,14,1,BOTTOM,EUW1_7890998113
Nautilus,2,2,21,1,UTILITY,EUW1_7890998113
Yorick,5,7,6,1,TOP,EUW1_7890944608
Nidalee,18,5,6,1,JUNGLE,EUW1_7890944608
TwistedFate,5,4,19,1,MIDDLE,EUW1_7890944608
Senna,3,8,15,1,BOTTOM,EUW1_7890944608
Seraphine,5,9,16,1,UTILITY,EUW1_7890944608
Gwen,4,8,5,0,TOP,EUW1_7890944608
Jayce,13,4,5,0,JUNGLE,EUW1_7890944608
Cassiopeia,9,9,4,0,MIDDLE,EUW1_7890944608
Ezreal,5,8,12,0,BOTTOM,EUW1_7890944608
Karma,2,7,24,0,UTILITY,EUW1_7890944608
Jayce,4,7,0,0,TOP,EUW1_7890895208
MonkeyKing,1,5,0,0,JUNGLE,EUW1_7890895208
Leblanc,2,5,1,0,MIDDLE,EUW1_7890895208
Karthus,1,6,0,0,BOTTOM,EUW1_7890895208
Soraka,0,1,2,0,UTILITY,EUW1_7890895208
Irelia,5,5,1,1,TOP,EUW1_7890895208
Shaco,5,0,7,1,JUNGLE,EUW1_7890895208
Galio,5,1,8,1,MIDDLE,EUW1_7890895208
Caitlyn,8,1,6,1,BOTTOM,EUW1_7890895208
Lux,1,1,12,1,UTILITY,EUW1_7890895208
TwistedFate,5,2,7,1,TOP,EUW1_7890812746
Khazix,5,2,12,1,JUNGLE,EUW1_7890812746
Sylas,4,3,12,1,MIDDLE,EUW1_7890812746
Riven,5,1,3,1,BOTTOM,EUW1_7890812746
Annie,10,1,12,1,UTILITY,EUW1_7890812746
Swain,1,7,1,0,TOP,EUW1_7890812746
Graves,2,4,3,0,JUNGLE,EUW1_7890812746
Sion,2,5,2,0,MIDDLE,EUW1_7890812746
Seraphine,2,7,3,0,BOTTOM,EUW1_7890812746
Nautilus,2,6,4,0,UTILITY,EUW1_7890812746
Sett,6,11,3,0,TOP,EUW1_7890424209
Pantheon,13,9,7,0,JUNGLE,EUW1_7890424209
Kled,4,8,7,0,MIDDLE,EUW1_7890424209
Seraphine,3,9,11,0,BOTTOM,EUW1_7890424209
Senna,2,8,16,0,UTILITY,EUW1_7890424209
Warwick,15,2,4,1,TOP,EUW1_7890424209
Sylas,9,7,13,1,JUNGLE,EUW1_7890424209
Galio,2,6,15,1,MIDDLE,EUW1_7890424209
Kalista,15,5,9,1,BOTTOM,EUW1_7890424209
Camille,4,8,17,1,UTILITY,EUW1_7890424209
Vayne,5,9,6,0,TOP,EUW1_7890302388
Nidalee,11,7,5,0,JUNGLE,EUW1_7890302388
Xerath,2,8,4,0,MIDDLE,EUW1_7890302388
Caitlyn,3,8,5,0,BOTTOM,EUW1_7890302388
Zyra,2,5,9,0,UTILITY,EUW1_7890302388
Gragas,5,8,10,1,TOP,EUW1_7890302388
Graves,14,4,8,1,JUNGLE,EUW1_7890302388
TwistedFate,5,2,14,1,MIDDLE,EUW1_7890302388
Fiora,11,7,7,1,BOTTOM,EUW1_7890302388
Bard,1,2,19,1,UTILITY,EUW1_7890302388
Gnar,1,4,1,0,TOP,EUW1_7890274346
Sylas,1,0,2,0,JUNGLE,EUW1_7890274346
Talon,5,8,1,0,MIDDLE,EUW1_7890274346
AurelionSol,0,3,3,0,BOTTOM,EUW1_7890274346
Velkoz,1,3,1,0,UTILITY,EUW1_7890274346
Riven,3,2,2,1,TOP,EUW1_7890274346
JarvanIV,5,1,3,1,JUNGLE,EUW1_7890274346
Viktor,5,1,4,1,MIDDLE,EUW1_7890274346
Jhin,5,0,2,1,BOTTOM,EUW1_7890274346
TwistedFate,0,4,10,1,UTILITY,EUW1_7890274346
Riven,4,1,4,1,TOP,EUW1_7890254797
Graves,1,0,6,1,JUNGLE,EUW1_7890254797
Quinn,9,3,0,1,MIDDLE,EUW1_7890254797
Brand,7,1,7,1,BOTTOM,EUW1_7890254797
Rell,1,1,10,1,UTILITY,EUW1_7890254797
Ornn,0,3,3,0,TOP,EUW1_7890254797
Ambessa,3,3,2,0,JUNGLE,EUW1_7890254797
Jayce,1,9,2,0,MIDDLE,EUW1_7890254797
Karthus,2,3,0,0,BOTTOM,EUW1_7890254797
Nami,0,4,2,0,UTILITY,EUW1_7890254797
Sion,5,8,16,0,TOP,EUW1_7890031461
Ambessa,7,12,12,0,JUNGLE,EUW1_7890031461
Katarina,9,15,10,0,MIDDLE,EUW1_7890031461
Senna,18,7,14,0,BOTTOM,EUW1_7890031461
Seraphine,4,12,25,0,UTILITY,EUW1_7890031461
Ekko,10,10,3,1,TOP,EUW1_7890031461
Zyra,6,7,17,1,JUNGLE,EUW1_7890031461
TwistedFate,17,9,7,1,MIDDLE,EUW1_7890031461
Draven,21,8,5,1,BOTTOM,EUW1_7890031461
Alistar,0,9,39,1,UTILITY,EUW1_7890031461
Akshan,5,4,7,1,TOP,EUW1_7890013861
Khazix,8,5,8,1,JUNGLE,EUW1_7890013861
Ekko,13,1,4,1,MIDDLE,EUW1_7890013861
Fiora,7,3,5,1,BOTTOM,EUW1_7890013861
Taric,2,7,16,1,UTILITY,EUW1_7890013861
Tryndamere,6,11,1,0,TOP,EUW1_7890013861
LeeSin,7,5,5,0,JUNGLE,EUW1_7890013861
TwistedFate,5,4,5,0,MIDDLE,EUW1_7890013861
Jinx,2,9,5,0,BOTTOM,EUW1_7890013861
Lulu,0,6,8,0,UTILITY,EUW1_7890013861
Anivia,6,2,9,1,TOP,EUW1_7889986361
Ambessa,12,5,11,1,JUNGLE,EUW1_7889986361
Ekko,13,6,5,1,MIDDLE,EUW1_7889986361
Ezreal,4,3,13,1,BOTTOM,EUW1_7889986361
Alistar,1,4,22,1,UTILITY,EUW1_7889986361
XinZhao,4,9,5,0,TOP,EUW1_7889986361
MonkeyKing,2,8,5,0,JUNGLE,EUW1_7889986361
TwistedFate,5,6,10,0,MIDDLE,EUW1_7889986361
Twitch,9,6,4,0,BOTTOM,EUW1_7889986361
Leona,0,7,11,0,UTILITY,EUW1_7889986361
Jayce,2,6,1,0,TOP,EUW1_7889967923
Aatrox,2,5,6,0,JUNGLE,EUW1_7889967923
Viktor,2,6,5,0,MIDDLE,EUW1_7889967923
Senna,8,3,2,0,BOTTOM,EUW1_7889967923
Nautilus,1,5,7,0,UTILITY,EUW1_7889967923
Ornn,4,2,13,1,TOP,EUW1_7889967923
Taliyah,6,2,7,1,JUNGLE,EUW1_7889967923
Akshan,9,2,6,1,MIDDLE,EUW1_7889967923
Ezreal,5,2,5,1,BOTTOM,EUW1_7889967923
Karma,1,7,9,1,UTILITY,EUW1_7889967923
Gangplank,12,3,11,1,TOP,EUW1_7889933665
Belveth,11,2,10,1,JUNGLE,EUW1_7889933665
Tristana,7,8,13,1,MIDDLE,EUW1_7889933665
Karthus,10,7,16,1,BOTTOM,EUW1_7889933665
Rell,0,8,30,1,UTILITY,EUW1_7889933665
Olaf,2,8,9,0,TOP,EUW1_7889933665
Graves,8,9,7,0,JUNGLE,EUW1_7889933665
TwistedFate,2,8,14,0,MIDDLE,EUW1_7889933665
Twitch,14,7,7,0,BOTTOM,EUW1_7889933665
Alistar,0,8,18,0,UTILITY,EUW1_7889933665
Ornn,1,5,8,0,TOP,EUW1_7889781128
Ekko,10,6,4,0,JUNGLE,EUW1_7889781128
Yasuo,1,8,2,0,MIDDLE,EUW1_7889781128
Kalista,10,6,3,0,BOTTOM,EUW1_7889781128
Bard,3,4,11,0,UTILITY,EUW1_7889781128
Cassiopeia,7,9,13,1,TOP,EUW1_7889781128
Aatrox,5,1,9,1,JUNGLE,EUW1_7889781128
Akshan,10,2,5,1,MIDDLE,EUW1_7889781128
Zeri,7,7,5,1,BOTTOM,EUW1_7889781128
Rell,0,6,21,1,UTILITY,EUW1_7889781128
Jayce,2,5,4,0,TOP,EUW1_7889726458
Hecarim,3,8,10,0,JUNGLE,EUW1_7889726458
Katarina,1,9,4,0,MIDDLE,EUW1_7889726458
Karthus,9,6,4,0,BOTTOM,EUW1_7889726458
Pantheon,8,7,7,0,UTILITY,EUW1_7889726458
Malphite,1,2,14,1,TOP,EUW1_7889726458
Nidalee,14,6,11,1,JUNGLE,EUW1_7889726458
Akshan,17,2,8,1,MIDDLE,EUW1_7889726458
Senna,1,7,17,1,BOTTOM,EUW1_7889726458
Lux,2,6,18,1,UTILITY,EUW1_7889726458
Leblanc,2,3,13,0,TOP,EUW1_7889466926
Quinn,12,5,2,0,JUNGLE,EUW1_7889466926
Katarina,9,13,4,0,MIDDLE,EUW1_7889466926
Kalista,3,8,7,0,BOTTOM,EUW1_7889466926
Brand,2,10,9,0,UTILITY,EUW1_7889466926
Kennen,3,7,11,1,TOP,EUW1_7889466926
JarvanIV,8,6,22,1,JUNGLE,EUW1_7889466926
Veigar,6,7,11,1,MIDDLE,EUW1_7889466926
Caitlyn,17,3,9,1,BOTTOM,EUW1_7889466926
Bard,5,5,27,1,UTILITY,EUW1_7889466926
Veigar,5,4,4,1,TOP,EUW1_7889435520
Rengar,9,1,8,1,JUNGLE,EUW1_7889435520
Leblanc,16,0,10,1,MIDDLE,EUW1_7889435520
Sivir,8,6,8,1,BOTTOM,EUW1_7889435520
Bard,5,0,26,1,UTILITY,EUW1_7889435520
Sion,2,7,2,0,TOP,EUW1_7889435520
Graves,5,9,0,0,JUNGLE,EUW1_7889435520
Cassiopeia,2,14,2,0,MIDDLE,EUW1_7889435520
Brand,2,8,4,0,BOTTOM,EUW1_7889435520
Nami,0,5,8,0,UTILITY,EUW1_7889435520
Renekton,4,10,4,0,TOP,EUW1_7889388585
Nidalee,8,6,5,0,JUNGLE,EUW1_7889388585
Ryze,1,3,8,0,MIDDLE,EUW1_7889388585
Zeri,7,7,4,0,BOTTOM,EUW1_7889388585
Janna,0,3,11,0,UTILITY,EUW1_7889388585
Skarner,3,4,16,1,TOP,EUW1_7889388585
Elise,5,6,11,1,JUNGLE,EUW1_7889388585
Kassadin,10,2,6,1,MIDDLE,EUW1_7889388585
Senna,11,1,12,1,BOTTOM,EUW1_7889388585
Rell,0,7,15,1,UTILITY,EUW1_7889388585
Vayne,14,10,6,1,TOP,EUW1_7889335685
Graves,14,5,12,1,JUNGLE,EUW1_7889335685
Viktor,3,6,14,1,MIDDLE,EUW1_7889335685
Nilah,9,7,7,1,BOTTOM,EUW1_7889335685
Zilean,2,1,23,1,UTILITY,EUW1_7889335685
Kalista,6,13,12,0,TOP,EUW1_7889335685
JarvanIV,3,10,11,0,JUNGLE,EUW1_7889335685
Cassiopeia,10,4,7,0,MIDDLE,EUW1_7889335685
Ziggs,7,6,4,0,BOTTOM,EUW1_7889335685
Bard,3,10,21,0,UTILITY,EUW1_7889335685
Varus,4,5,8,1,TOP,EUW1_7889255647
Shaco,4,2,14,1,JUNGLE,EUW1_7889255647
Katarina,11,3,11,1,MIDDLE,EUW1_7889255647
Yasuo,10,3,4,1,BOTTOM,EUW1_7889255647
Janna,3,2,25,1,UTILITY,EUW1_7889255647
Renekton,2,5,3,0,TOP,EUW1_7889255647
Viego,6,8,5,0,JUNGLE,EUW1_7889255647
Leblanc,2,3,5,0,MIDDLE,EUW1_7889255647
Zeri,5,4,1,0,BOTTOM,EUW1_7889255647
Camille,0,12,9,0,UTILITY,EUW1_7889255647
Kalista,10,6,1,0,TOP,EUW1_7889225594
RekSai,6,2,8,0,JUNGLE,EUW1_7889225594
Galio,0,8,7,0,MIDDLE,EUW1_7889225594
Ezreal,6,4,9,0,BOTTOM,EUW1_7889225594
Pyke,4,13,8,0,UTILITY,EUW1_7889225594
Diana,5,9,8,1,TOP,EUW1_7889225594
Graves,14,1,3,1,JUNGLE,EUW1_7889225594
Hwei,3,3,8,1,MIDDLE,EUW1_7889225594
Caitlyn,11,4,7,1,BOTTOM,EUW1_7889225594
Leona,0,9,17,1,UTILITY,EUW1_7889225594
Heimerdinger,6,5,7,0,TOP,EUW1_7889024792
Skarner,5,5,7,0,JUNGLE,EUW1_7889024792
Syndra,6,5,4,0,MIDDLE,EUW1_7889024792
Sivir,3,8,6,0,BOTTOM,EUW1_7889024792
Karma,2,5,10,0,UTILITY,EUW1_7889024792
Varus,11,6,5,1,TOP,EUW1_7889024792
Hecarim,3,6,7,1,JUNGLE,EUW1_7889024792
TwistedFate,5,2,14,1,MIDDLE,EUW1_7889024792
Swain,6,4,15,1,BOTTOM,EUW1_7889024792
Nautilus,3,4,18,1,UTILITY,EUW1_7889024792
Anivia,3,6,5,1,TOP,EUW1_7889012267
RekSai,9,5,8,1,JUNGLE,EUW1_7889012267
Ahri,7,3,8,1,MIDDLE,EUW1_7889012267
Lucian,9,4,6,1,BOTTOM,EUW1_7889012267
Yuumi,2,1,14,1,UTILITY,EUW1_7889012267
Kindred,7,8,3,0,TOP,EUW1_7889012267
Ambessa,4,4,5,0,JUNGLE,EUW1_7889012267
Leblanc,6,3,3,0,MIDDLE,EUW1_7889012267
Ashe,1,7,6,0,BOTTOM,EUW1_7889012267
Seraphine,1,8,10,0,UTILITY,EUW1_7889012267
Singed,0,0,0,0,TOP,EUW1_7889010003
Khazix,0,0,0,0,JUNGLE,EUW1_7889010003
Leblanc,0,0,0,0,MIDDLE,EUW1_7889010003
Kaisa,0,0,0,0,BOTTOM,EUW1_7889010003
Bard,0,0,0,0,UTILITY,EUW1_7889010003
Zed,0,0,0,1,TOP,EUW1_7889010003
Lillia,0,0,0,1,JUNGLE,EUW1_7889010003
Ryze,0,0,0,1,MIDDLE,EUW1_7889010003
Zeri,0,0,0,1,BOTTOM,EUW1_7889010003
Pyke,0,0,0,1,UTILITY,EUW1_7889010003
Olaf,10,4,2,1,TOP,EUW1_7888996329
LeeSin,10,1,4,1,JUNGLE,EUW1_7888996329
Malzahar,3,4,8,1,MIDDLE,EUW1_7888996329
Senna,9,1,15,1,BOTTOM,EUW1_7888996329
Janna,1,3,20,1,UTILITY,EUW1_7888996329
Vayne,3,8,2,0,TOP,EUW1_7888996329
Hecarim,6,7,1,0,JUNGLE,EUW1_7888996329
Galio,1,6,4,0,MIDDLE,EUW1_7888996329
Seraphine,1,7,3,0,BOTTOM,EUW1_7888996329
Velkoz,1,5,2,0,UTILITY,EUW1_7888996329
Sion,4,0,2,1,TOP,EUW1_7888987438
Gragas,5,1,5,1,JUNGLE,EUW1_7888987438
Galio,5,3,5,1,MIDDLE,EUW1_7888987438
Tristana,7,1,6,1,BOTTOM,EUW1_7888987438
Lulu,2,0,12,1,UTILITY,EUW1_7888987438
Vayne,0,4,0,0,TOP,EUW1_7888987438
Sylas,1,6,0,0,JUNGLE,EUW1_7888987438
Xerath,2,4,2,0,MIDDLE,EUW1_7888987438
Xayah,1,6,1,0,BOTTOM,EUW1_7888987438
Zilean,1,4,2,0,UTILITY,EUW1_7888987438
KSante,3,2,3,1,TOP,EUW1_7888988551
LeeSin,3,0,2,1,JUNGLE,EUW1_7888988551
Zed,6,0,0,1,MIDDLE,EUW1_7888988551
Ekko,5,4,2,1,BOTTOM,EUW1_7888988551
Amumu,0,2,12,1,UTILITY,EUW1_7888988551
Zaahen,1,4,1,0,TOP,EUW1_7888988551
Viego,3,6,1,0,JUNGLE,EUW1_7888988551
TwistedFate,1,2,1,0,MIDDLE,EUW1_7888988551
Senna,3,2,3,0,BOTTOM,EUW1_7888988551
Janna,0,3,5,0,UTILITY,EUW1_7888988551
Draven,5,1,4,1,TOP,EUW1_7888969011
Khazix,12,2,2,1,JUNGLE,EUW1_7888969011
Hwei,2,3,5,1,MIDDLE,EUW1_7888969011
Senna,4,0,5,1,BOTTOM,EUW1_7888969011
Taric,0,1,11,1,UTILITY,EUW1_7888969011
Renekton,2,6,0,0,TOP,EUW1_7888969011
JarvanIV,1,2,3,0,JUNGLE,EUW1_7888969011
Cassiopeia,2,7,1,0,MIDDLE,EUW1_7888969011
Jhin,2,3,1,0,BOTTOM,EUW1_7888969011
Milio,0,5,3,0,UTILITY,EUW1_7888969011
Singed,3,0,3,1,TOP,EUW1_7888952897
Zac,2,0,4,1,JUNGLE,EUW1_7888952897
Akshan,4,0,4,1,MIDDLE,EUW1_7888952897
Katarina,5,2,3,1,BOTTOM,EUW1_7888952897
Leblanc,1,4,3,1,UTILITY,EUW1_7888952897
Ambessa,0,2,0,0,TOP,EUW1_7888952897
Shyvana,2,3,1,0,JUNGLE,EUW1_7888952897
Galio,2,2,1,0,MIDDLE,EUW1_7888952897
Lucian,1,5,3,0,BOTTOM,EUW1_7888952897
Bard,1,3,5,0,UTILITY,EUW1_7888952897
Irelia,5,9,6,0,TOP,EUW1_7888897601
LeeSin,2,9,10,0,JUNGLE,EUW1_7888897601
Zed,10,7,2,0,MIDDLE,EUW1_7888897601
Karthus,6,5,4,0,BOTTOM,EUW1_7888897601
TahmKench,0,6,12,0,UTILITY,EUW1_7888897601
Yasuo,11,7,11,1,TOP,EUW1_7888897601
Nasus,8,3,18,1,JUNGLE,EUW1_7888897601
Jayce,9,4,14,1,MIDDLE,EUW1_7888897601
Seraphine,6,2,22,1,BOTTOM,EUW1_7888897601
Soraka,1,7,24,1,UTILITY,EUW1_7888897601
Singed,4,4,8,1,TOP,EUW1_7888850125
Vi,4,3,10,1,JUNGLE,EUW1_7888850125
Syndra,14,4,1,1,MIDDLE,EUW1_7888850125
Senna,10,3,10,1,BOTTOM,EUW1_7888850125
Bard,1,4,16,1,UTILITY,EUW1_7888850125
Annie,4,6,2,0,TOP,EUW1_7888850125
Rengar,11,5,0,0,JUNGLE,EUW1_7888850125
Galio,0,6,4,0,MIDDLE,EUW1_7888850125
Caitlyn,3,8,4,0,BOTTOM,EUW1_7888850125
Thresh,0,8,8,0,UTILITY,EUW1_7888850125
Pantheon,8,6,6,0,TOP,EUW1_7888650539
Nidalee,9,6,8,0,JUNGLE,EUW1_7888650539
Ahri,5,6,12,0,MIDDLE,EUW1_7888650539
Varus,8,8,14,0,BOTTOM,EUW1_7888650539
Pyke,7,9,14,0,UTILITY,EUW1_7888650539
Rumble,9,6,7,1,TOP,EUW1_7888650539
Graves,4,7,10,1,JUNGLE,EUW1_7888650539
Tristana,13,7,4,1,MIDDLE,EUW1_7888650539
Caitlyn,8,10,7,1,BOTTOM,EUW1_7888650539
Morgana,1,7,18,1,UTILITY,EUW1_7888650539
Naafiri,2,13,2,0,TOP,EUW1_7888574286
MasterYi,11,9,1,0,JUNGLE,EUW1_7888574286
Vladimir,2,9,6,0,MIDDLE,EUW1_7888574286
Kalista,7,9,6,0,BOTTOM,EUW1_7888574286
Bard,0,7,15,0,UTILITY,EUW1_7888574286
KSante,7,4,16,1,TOP,EUW1_7888574286
Sylas,26,3,9,1,JUNGLE,EUW1_7888574286
Ahri,5,3,15,1,MIDDLE,EUW1_7888574286
Senna,6,5,23,1,BOTTOM,EUW1_7888574286
Nautilus,3,7,19,1,UTILITY,EUW1_7888574286
Malphite,8,6,13,1,TOP,EUW1_7888358022
Jayce,10,8,17,1,JUNGLE,EUW1_7888358022
Galio,10,7,16,1,MIDDLE,EUW1_7888358022
Senna,11,6,18,1,BOTTOM,EUW1_7888358022
Leona,2,11,15,1,UTILITY,EUW1_7888358022
Ahri,11,8,8,0,TOP,EUW1_7888358022
Quinn,14,9,9,0,JUNGLE,EUW1_7888358022
Kassadin,7,8,10,0,MIDDLE,EUW1_7888358022
Yasuo,3,8,9,0,BOTTOM,EUW1_7888358022
Seraphine,3,9,23,0,UTILITY,EUW1_7888358022
Sion,1,3,1,0,TOP,EUW1_7888325727
XinZhao,3,8,3,0,JUNGLE,EUW1_7888325727
Ahri,3,4,3,0,MIDDLE,EUW1_7888325727
Zeri,0,5,0,0,BOTTOM,EUW1_7888325727
Rakan,2,4,3,0,UTILITY,EUW1_7888325727
Yasuo,5,1,3,1,TOP,EUW1_7888325727
JarvanIV,5,0,15,1,JUNGLE,EUW1_7888325727
Syndra,7,6,9,1,MIDDLE,EUW1_7888325727
Senna,5,0,11,1,BOTTOM,EUW1_7888325727
Alistar,2,2,19,1,UTILITY,EUW1_7888325727
Vayne,11,6,6,1,TOP,EUW1_7888272428
XinZhao,5,7,21,1,JUNGLE,EUW1_7888272428
Leblanc,11,5,7,1,MIDDLE,EUW1_7888272428
Jhin,15,3,15,1,BOTTOM,EUW1_7888272428
Rell,1,10,30,1,UTILITY,EUW1_7888272428
Irelia,9,10,4,0,TOP,EUW1_7888272428
Elise,5,5,12,0,JUNGLE,EUW1_7888272428
